"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.181460238E1,-9.325607300E-2,1.384620667E-1,9.801767120E0,9.803188620E0
4.182462438E1,-8.966354370E-2,1.353186035E-1,9.798923035E0,9.800267512E0
4.183464537E1,-9.056167603E-2,1.429527283E-1,9.795031128E0,9.796492826E0
4.184466637E1,-9.310638428E-2,1.423539734E-1,9.795031128E0,9.796507962E0
4.185468737E1,-9.370513916E-2,1.392105103E-1,9.793384552E0,9.794822163E0
4.186470937E1,-9.430389404E-2,1.357676697E-1,9.792187042E0,9.793582243E0
4.187473037E1,-8.711883545E-2,1.392105103E-1,9.799821167E0,9.801197078E0
4.188475038E1,-9.370513916E-2,1.419049072E-1,9.796078949E0,9.797554819E0
4.189477137E1,-8.322692871E-2,1.471440125E-1,9.797276459E0,9.798734821E0
4.190479237E1,-9.400451660E-2,1.423539734E-1,9.799671478E0,9.801156186E0
4.191481337E1,-9.669891357E-2,1.459465027E-1,9.799372101E0,9.800935906E0
4.192483537E1,-8.951385498E-2,1.402583313E-1,9.799222412E0,9.800634929E0
4.193485588E1,-9.894424438E-2,1.398092651E-1,9.796977081E0,9.798474194E0
4.194487787E1,-8.232879639E-2,1.484912109E-1,9.791438599E0,9.792910574E0
4.195489888E1,-9.056167603E-2,1.450483704E-1,9.797126770E0,9.798618953E0
4.196491987E1,-9.116043091E-2,1.422042847E-1,9.788444824E0,9.789902163E0
4.197494187E1,-8.562194824E-2,1.498384094E-1,9.793534241E0,9.795054650E0
4.198496287E1,-9.520202637E-2,1.501377869E-1,9.803563385E0,9.805175155E0
4.199498487E1,-8.936416626E-2,1.366658020E-1,9.804461517E0,9.805821186E0
4.200500487E1,-8.502319336E-2,1.432521057E-1,9.797126770E0,9.798542905E0
4.201502588E1,-9.280700684E-2,1.438508606E-1,9.799222412E0,9.800717632E0
4.202504688E1,-9.355545044E-2,1.381626892E-1,9.795629883E0,9.797050901E0
4.203506888E1,-8.831634521E-2,1.457968140E-1,9.795330505E0,9.796813574E0
4.204508987E1,-8.756790161E-2,1.417552185E-1,9.792486420E0,9.793903867E0
4.205511188E1,-8.427474976E-2,1.448986816E-1,9.793234863E0,9.794669313E0
4.206513287E1,-8.831634521E-2,1.438508606E-1,9.802515564E0,9.803968800E0
4.207515487E1,-8.981323242E-2,1.492396545E-1,9.797575836E0,9.799123999E0
4.208517587E1,-9.550140381E-2,1.481918335E-1,9.799821167E0,9.801406850E0
4.209519787E1,-8.846603394E-2,1.411564636E-1,9.796977081E0,9.798393303E0
4.210521887E1,-9.041198730E-2,1.381626892E-1,9.799970856E0,9.801361744E0
4.211523987E1,-8.846603394E-2,1.377136230E-1,9.797575836E0,9.798942981E0
4.212526187E1,-9.610015869E-2,1.454974365E-1,9.799222412E0,9.800773675E0
4.213528287E1,-9.699829102E-2,1.447489929E-1,9.789941711E0,9.791492208E0
4.214530388E1,-9.041198730E-2,1.484912109E-1,9.790989532E0,9.792532869E0
4.215532588E1,-8.846603394E-2,1.474433899E-1,9.800868988E0,9.802377197E0
4.216534688E1,-9.145980835E-2,1.469943237E-1,9.793234863E0,9.794764995E0
4.217536888E1,-8.921447754E-2,1.456471252E-1,9.791438599E0,9.792928170E0
4.218538987E1,-9.505233765E-2,1.481918335E-1,9.802365875E0,9.803946783E0
4.219541087E1,-8.996292114E-2,1.353186035E-1,9.793833618E0,9.795181540E0
4.220543287E1,-8.532257080E-2,1.393601990E-1,9.800419922E0,9.801782075E0
4.221545387E1,-8.652008057E-2,1.411564636E-1,9.799671478E0,9.801069939E0
4.222547587E1,-8.666976929E-2,1.457968140E-1,9.798773346E0,9.800241193E0
4.223549687E1,-8.562194824E-2,1.434017944E-1,9.801467743E0,9.802890651E0
4.224551787E1,-8.786727905E-2,1.416055298E-1,9.796528015E0,9.797945394E0
4.225553888E1,-8.382568359E-2,1.450483704E-1,9.795031128E0,9.796463677E0
4.226555987E1,-9.310638428E-2,1.363664246E-1,9.800419922E0,9.801810815E0
4.227558188E1,-9.205856323E-2,1.405577087E-1,9.801767120E0,9.803207125E0
4.228560287E1,-9.235794067E-2,1.390608215E-1,9.800719299E0,9.802140924E0
4.229562387E1,-8.921447754E-2,1.386117554E-1,9.811347198E0,9.812731846E0
4.230564487E1,-8.771759033E-2,1.453477478E-1,9.804461517E0,9.805931164E0
4.231566587E1,-8.187973022E-2,1.504371643E-1,9.800569611E0,9.802066125E0
4.232568688E1,-8.816665649E-2,1.483415222E-1,9.798324280E0,9.799843736E0
4.233570787E1,-8.816665649E-2,1.408570862E-1,9.797276459E0,9.798685631E0
4.234572887E1,-9.056167603E-2,1.416055298E-1,9.802964630E0,9.804405596E0
4.235574887E1,-8.726852417E-2,1.472937012E-1,9.801617432E0,9.803112542E0
4.236576988E1,-8.936416626E-2,1.514849854E-1,9.797426147E0,9.799004683E0
4.237579087E1,-8.741821289E-2,1.501377869E-1,9.798473969E0,9.800014052E0
4.238581087E1,-8.921447754E-2,1.363664246E-1,9.788444824E0,9.789801178E0
4.239583088E1,-8.876541138E-2,1.447489929E-1,9.791438599E0,9.792910773E0
4.240585288E1,-8.247848511E-2,1.369651794E-1,9.792187042E0,9.793492188E0
4.241587488E1,-9.026229858E-2,1.420545959E-1,9.800719299E0,9.802164331E0
4.242589587E1,-9.250762939E-2,1.375639343E-1,9.798324280E0,9.799726536E0
4.243591687E1,-9.235794067E-2,1.414558411E-1,9.798473969E0,9.799930196E0
4.244593687E1,-8.966354370E-2,1.445993042E-1,9.802365875E0,9.803842372E0
4.245595687E1,-1.004411316E-1,1.395098877E-1,9.805509338E0,9.807016101E0
4.246597787E1,-8.831634521E-2,1.457968140E-1,9.806706848E0,9.808188196E0
4.247599788E1,-9.325607300E-2,1.438508606E-1,9.801318054E0,9.802817216E0
4.248601888E1,-9.460327148E-2,1.475930786E-1,9.801767120E0,9.803334748E0
4.249603987E1,-8.981323242E-2,1.437011719E-1,9.802665253E0,9.804129870E0
4.250605987E1,-8.861572266E-2,1.450483704E-1,9.792935486E0,9.794410508E0
4.251608088E1,-8.562194824E-2,1.493893433E-1,9.785750427E0,9.787265181E0
4.252610087E1,-8.532257080E-2,1.490899658E-1,9.797126770E0,9.798632594E0
4.253612087E1,-9.415420532E-2,1.429527283E-1,9.808054047E0,9.809547629E0
4.254614087E1,-8.666976929E-2,1.414558411E-1,9.799970856E0,9.801374913E0
4.255616187E1,-8.637039185E-2,1.487905884E-1,9.800868988E0,9.802378865E0
4.256618187E1,-9.684860229E-2,1.405577087E-1,9.798773346E0,9.800259956E0
4.257620288E1,-9.505233765E-2,1.451980591E-1,9.800719299E0,9.802255669E0
4.258622287E1,-8.786727905E-2,1.444496155E-1,9.800719299E0,9.802177571E0
4.259624387E1,-8.547225952E-2,1.347198486E-1,9.794582062E0,9.795881416E0
4.260626388E1,-8.876541138E-2,1.425036621E-1,9.801467743E0,9.802905514E0
4.261628387E1,-9.834548950E-2,1.507365417E-1,9.797575836E0,9.799228827E0
4.262630487E1,-9.190887451E-2,1.451980591E-1,9.795629883E0,9.797137057E0
4.263632487E1,-9.550140381E-2,1.440005493E-1,9.792636108E0,9.794160435E0
4.264634587E1,-9.295669556E-2,1.477427673E-1,9.802665253E0,9.804219241E0
4.265636687E1,-8.981323242E-2,1.478924561E-1,9.799970856E0,9.801498221E0
4.266638787E1,-9.026229858E-2,1.502874756E-1,9.798324280E0,9.799892464E0
4.267640888E1,-8.981323242E-2,1.454974365E-1,9.804461517E0,9.805952354E0
4.268642988E1,-9.175918579E-2,1.411564636E-1,9.812694397E0,9.814138588E0
4.269645087E1,-8.457412720E-2,1.360670471E-1,9.795779572E0,9.797089590E0
4.270647087E1,-9.460327148E-2,1.365161133E-1,9.787696381E0,9.789105519E0
4.271649087E1,-9.175918579E-2,1.435514832E-1,9.797575836E0,9.799057049E0
4.272651087E1,-8.382568359E-2,1.381626892E-1,9.788893890E0,9.790227744E0
4.273653088E1,-9.101074219E-2,1.390608215E-1,9.799671478E0,9.801080652E0
4.274655187E1,-9.041198730E-2,1.448986816E-1,9.800120544E0,9.801608676E0
4.275657287E1,-9.475296021E-2,1.332229614E-1,9.801767120E0,9.803130376E0
4.276659288E1,-9.295669556E-2,1.413061523E-1,9.801168365E0,9.802627694E0
4.277661388E1,-8.547225952E-2,1.419049072E-1,9.791438599E0,9.792839851E0
4.278663387E1,-8.637039185E-2,1.474433899E-1,9.801168365E0,9.802657840E0
4.279665487E1,-9.325607300E-2,1.429527283E-1,9.795779572E0,9.797266435E0
4.280667487E1,-9.250762939E-2,1.475930786E-1,9.799671478E0,9.801219437E0
4.281669587E1,-9.610015869E-2,1.510359192E-1,9.798024902E0,9.799660151E0
4.282671587E1,-8.981323242E-2,1.453477478E-1,9.801767120E0,9.803256146E0
4.283673587E1,-8.891510010E-2,1.417552185E-1,9.791588287E0,9.793018004E0
4.284675587E1,-8.801696777E-2,1.393601990E-1,9.805659027E0,9.807044265E0
4.285677587E1,-9.071136475E-2,1.431024170E-1,9.805060272E0,9.806524042E0
4.286679687E1,-9.400451660E-2,1.414558411E-1,9.809850311E0,9.811320489E0
4.287681687E1,-9.145980835E-2,1.495390320E-1,9.810299377E0,9.811865301E0
4.288683687E1,-8.981323242E-2,1.399589539E-1,9.802066498E0,9.803477064E0
4.289685687E1,-9.879455566E-2,1.320254517E-1,9.801018677E0,9.802405735E0
4.290687788E1,-9.131011963E-2,1.432521057E-1,9.795629883E0,9.797102812E0
4.291689888E1,-9.145980835E-2,1.481918335E-1,9.801617432E0,9.803164285E0
4.292691887E1,-8.846603394E-2,1.442999268E-1,9.797276459E0,9.798738425E0
4.293694217E1,-8.741821289E-2,1.434017944E-1,9.796528015E0,9.797967502E0
4.294696217E1,-8.562194824E-2,1.477427673E-1,9.793085175E0,9.794573818E0
4.295698217E1,-8.921447754E-2,1.465452576E-1,9.800120544E0,9.801622183E0
4.296700317E1,-9.654922485E-2,1.381626892E-1,9.807155914E0,9.808604274E0
4.297702317E1,-9.744735718E-2,1.445993042E-1,9.798923035E0,9.800474355E0
4.298704417E1,-8.681945801E-2,1.369651794E-1,9.804760895E0,9.806101839E0
4.299706517E1,-9.490264893E-2,1.417552185E-1,9.804461517E0,9.805945477E0
4.300708617E1,-8.981323242E-2,1.489402771E-1,9.795031128E0,9.796575137E0
4.301710617E1,-9.505233765E-2,1.422042847E-1,9.801767120E0,9.803259442E0
4.302712617E1,-8.921447754E-2,1.420545959E-1,9.804012451E0,9.805447408E0
4.303714717E1,-9.175918579E-2,1.380130005E-1,9.798473969E0,9.799875481E0
4.304716717E1,-9.565109253E-2,1.359173584E-1,9.793833618E0,9.795243723E0
4.305718717E1,-9.145980835E-2,1.302291870E-1,9.798174591E0,9.799466815E0
4.306720717E1,-8.846603394E-2,1.374142456E-1,9.798324280E0,9.799687118E0
4.307722817E1,-9.026229858E-2,1.425036621E-1,9.797276459E0,9.798728519E0
4.308724817E1,-9.011260986E-2,1.408570862E-1,9.789792023E0,9.791219988E0
4.309726917E1,-8.951385498E-2,1.441502380E-1,9.798174591E0,9.799643735E0
4.310729017E1,-9.175918579E-2,1.423539734E-1,9.798473969E0,9.799937577E0
4.311731017E1,-9.595046997E-2,1.369651794E-1,9.801018677E0,9.802445259E0
4.312733017E1,-8.786727905E-2,1.447489929E-1,9.793085175E0,9.794549003E0
4.313735117E1,-9.265731812E-2,1.428030396E-1,9.798623657E0,9.800102227E0
4.314737117E1,-8.966354370E-2,1.450483704E-1,9.794432373E0,9.795916705E0
4.315739217E1,-8.756790161E-2,1.444496155E-1,9.789642334E0,9.791099573E0
4.316741217E1,-8.771759033E-2,1.475930786E-1,9.798024902E0,9.799529074E0
4.317743317E1,-9.220825195E-2,1.375639343E-1,9.790091400E0,9.791492012E0
4.318745317E1,-9.056167603E-2,1.401086426E-1,9.799222412E0,9.800642414E0
4.319747417E1,-9.175918579E-2,1.371148682E-1,9.792037354E0,9.793427172E0
4.320749517E1,-9.415420532E-2,1.420545959E-1,9.803713074E0,9.805194264E0
4.321751517E1,-9.056167603E-2,1.426533508E-1,9.801168365E0,9.802624787E0
4.322753617E1,-9.295669556E-2,1.386117554E-1,9.800120544E0,9.801541555E0
4.323755617E1,-9.190887451E-2,1.432521057E-1,9.795031128E0,9.796509746E0
4.324757717E1,-9.400451660E-2,1.428030396E-1,9.800569611E0,9.802060714E0
4.325759717E1,-8.906478882E-2,1.420545959E-1,9.808353424E0,9.809786386E0
4.326761817E1,-9.280700684E-2,1.429527283E-1,9.803563385E0,9.805044807E0
4.327763917E1,-9.550140381E-2,1.459465027E-1,9.798174591E0,9.799726844E0
4.328765917E1,-8.876541138E-2,1.393601990E-1,9.798473969E0,9.799866972E0
4.329767917E1,-9.190887451E-2,1.396595764E-1,9.791139221E0,9.792566532E0
4.330769917E1,-8.936416626E-2,1.408570862E-1,9.806706848E0,9.808125503E0
4.331771917E1,-9.370513916E-2,1.481918335E-1,9.811496887E0,9.813063367E0
4.332773917E1,-8.382568359E-2,1.511856079E-1,9.805509338E0,9.807033049E0
4.333776017E1,-8.891510010E-2,1.437011719E-1,9.801916809E0,9.803373351E0
4.334778017E1,-9.610015869E-2,1.377136230E-1,9.806856537E0,9.808294215E0
4.335780017E1,-9.026229858E-2,1.489402771E-1,9.802814941E0,9.804361849E0
4.336782017E1,-9.310638428E-2,1.448986816E-1,9.805808716E0,9.807321194E0
4.337784017E1,-9.041198730E-2,1.390608215E-1,9.800120544E0,9.801524112E0
4.338786017E1,-9.490264893E-2,1.410067749E-1,9.797875214E0,9.799349373E0
4.339788017E1,-9.340576172E-2,1.465452576E-1,9.806257782E0,9.807797502E0
4.340790017E1,-8.951385498E-2,1.417552185E-1,9.800270233E0,9.801704133E0
4.341792017E1,-8.232879639E-2,1.501377869E-1,9.796528015E0,9.798024318E0
4.342794117E1,-9.445358276E-2,1.492396545E-1,9.792636108E0,9.794228704E0
4.343796117E1,-8.951385498E-2,1.445993042E-1,9.794282684E0,9.795759031E0
4.344798117E1,-9.415420532E-2,1.413061523E-1,9.798174591E0,9.799645798E0
4.345800217E1,-9.639953613E-2,1.489402771E-1,9.792486420E0,9.794093442E0
4.346802117E1,-9.610015869E-2,1.444496155E-1,9.796528015E0,9.798064201E0
4.347804117E1,-9.205856323E-2,1.489402771E-1,9.795330505E0,9.796895309E0
4.348806117E1,-8.412506104E-2,1.404080200E-1,9.799821167E0,9.801188007E0
4.349808117E1,-9.175918579E-2,1.431024170E-1,9.804311829E0,9.805785460E0
4.350810117E1,-8.726852417E-2,1.463955688E-1,9.796827393E0,9.798309774E0
4.351812117E1,-8.487350464E-2,1.558259583E-1,9.797276459E0,9.798883163E0
4.352814117E1,-9.205856323E-2,1.354682922E-1,9.793534241E0,9.794903744E0
4.353816117E1,-8.846603394E-2,1.466949463E-1,9.807006226E0,9.808502269E0
4.354818217E1,-9.190887451E-2,1.447489929E-1,9.796228638E0,9.797729075E0
4.355820217E1,-8.666976929E-2,1.405577087E-1,9.799521790E0,9.800912989E0
4.356822317E1,-9.565109253E-2,1.480421448E-1,9.805958405E0,9.807542294E0
4.357824317E1,-1.011895752E-1,1.448986816E-1,9.794132996E0,9.795727441E0
4.358826417E1,-9.490264893E-2,1.466949463E-1,9.797276459E0,9.798834213E0
4.359828517E1,-9.430389404E-2,1.365161133E-1,9.793833618E0,9.795238987E0
4.360830617E1,-8.831634521E-2,1.420545959E-1,9.805060272E0,9.806486946E0
4.361832717E1,-8.397537231E-2,1.416055298E-1,9.792187042E0,9.793570904E0
4.362834717E1,-8.352630615E-2,1.481918335E-1,9.794282684E0,9.795759836E0
4.363836717E1,-9.654922485E-2,1.460961914E-1,9.800419922E0,9.801984314E0
4.364838717E1,-8.831634521E-2,1.438508606E-1,9.796827393E0,9.798281472E0
4.365840717E1,-9.011260986E-2,1.440005493E-1,9.800419922E0,9.801892016E0
4.366842817E1,-8.307723999E-2,1.410067749E-1,9.790989532E0,9.792357263E0
4.367844817E1,-9.774673462E-2,1.407073975E-1,9.790540466E0,9.792039400E0
4.368846817E1,-8.457412720E-2,1.495390320E-1,9.803114319E0,9.804619577E0
4.369848817E1,-8.786727905E-2,1.460961914E-1,9.801916809E0,9.803399303E0
4.370850917E1,-8.502319336E-2,1.489402771E-1,9.797875214E0,9.799376044E0
4.371852817E1,-8.981323242E-2,1.472937012E-1,9.804461517E0,9.805979171E0
4.372854717E1,-8.128097534E-2,1.460961914E-1,9.804910583E0,9.806335822E0
4.373856717E1,-8.831634521E-2,1.454974365E-1,9.797875214E0,9.799353447E0
4.374858617E1,-9.056167603E-2,1.484912109E-1,9.798473969E0,9.800017509E0
4.375860617E1,-8.951385498E-2,1.380130005E-1,9.797276459E0,9.798657374E0
4.376862517E1,-8.771759033E-2,1.444496155E-1,9.802814941E0,9.804271561E0
4.377864417E1,-9.265731812E-2,1.381626892E-1,9.804311829E0,9.805723061E0
4.378866317E1,-9.026229858E-2,1.395098877E-1,9.799970856E0,9.801379447E0
4.379868417E1,-9.026229858E-2,1.559756470E-1,9.795180817E0,9.796838414E0
4.380870417E1,-8.711883545E-2,1.389111328E-1,9.801018677E0,9.802390173E0
4.381872417E1,-8.083190918E-2,1.408570862E-1,9.796078949E0,9.797425034E0
4.382874517E1,-8.322692871E-2,1.432521057E-1,9.797725525E0,9.799126152E0
4.383876517E1,-9.116043091E-2,1.444496155E-1,9.792935486E0,9.794425014E0
4.384878617E1,-9.639953613E-2,1.466949463E-1,9.792935486E0,9.794508549E0
4.385880617E1,-9.101074219E-2,1.362167358E-1,9.800868988E0,9.802238054E0
4.386882617E1,-8.696914673E-2,1.383123779E-1,9.798473969E0,9.799836022E0
4.387884517E1,-8.457412720E-2,1.423539734E-1,9.798473969E0,9.799872935E0
4.388886617E1,-8.891510010E-2,1.466949463E-1,9.798623657E0,9.800125044E0
4.389888617E1,-8.652008057E-2,1.438508606E-1,9.797575836E0,9.799013780E0
4.390890717E1,-9.056167603E-2,1.447489929E-1,9.798324280E0,9.799811854E0
4.391892817E1,-8.996292114E-2,1.465452576E-1,9.792785797E0,9.794295406E0
4.392895017E1,-8.921447754E-2,1.468446350E-1,9.791288910E0,9.792796388E0
4.393896779E1,-8.981323242E-2,1.453477478E-1,9.797575836E0,9.799065499E0
4.394898779E1,-9.190887451E-2,1.383123779E-1,9.789342957E0,9.790751405E0
4.395900879E1,-9.295669556E-2,1.416055298E-1,9.796827393E0,9.798291690E0
4.396902879E1,-8.502319336E-2,1.463955688E-1,9.798174591E0,9.799637030E0
4.397904879E1,-9.011260986E-2,1.442999268E-1,9.798473969E0,9.799950758E0
4.398906979E1,-9.265731812E-2,1.429527283E-1,9.801916809E0,9.803397064E0
4.399908979E1,-8.711883545E-2,1.402583313E-1,9.790989532E0,9.792381637E0
4.400910979E1,-9.624984741E-2,1.478924561E-1,9.806557159E0,9.808144551E0
4.401912979E1,-9.011260986E-2,1.442999268E-1,9.798174591E0,9.799651426E0
4.402914979E1,-8.876541138E-2,1.472937012E-1,9.789043579E0,9.790554066E0
4.403916979E1,-8.382568359E-2,1.401086426E-1,9.793833618E0,9.795194440E0
4.404918979E1,-9.086105347E-2,1.525328064E-1,9.802066498E0,9.803674292E0
4.405920979E1,-8.981323242E-2,1.475930786E-1,9.802066498E0,9.803589024E0
4.406922879E1,-8.652008057E-2,1.437011719E-1,9.801467743E0,9.802902920E0
4.407924879E1,-8.622070312E-2,1.372645569E-1,9.802665253E0,9.804005387E0
4.408926879E1,-8.622070312E-2,1.425036621E-1,9.801018677E0,9.802433800E0
4.409928879E1,-9.175918579E-2,1.417552185E-1,9.803413696E0,9.804867893E0
4.410930879E1,-9.101074219E-2,1.416055298E-1,9.798923035E0,9.800368754E0
4.411932879E1,-9.669891357E-2,1.377136230E-1,9.802964630E0,9.804408767E0
4.412934879E1,-9.400451660E-2,1.404080200E-1,9.810598755E0,9.812053770E0
4.413936879E1,-9.879455566E-2,1.368154907E-1,9.795929260E0,9.797382758E0
4.414938879E1,-9.355545044E-2,1.404080200E-1,9.792187042E0,9.793640493E0
4.415940879E1,-8.487350464E-2,1.405577087E-1,9.793085175E0,9.794461558E0
4.416942879E1,-9.535171509E-2,1.459465027E-1,9.807155914E0,9.808705290E0
4.417944879E1,-8.397537231E-2,1.451980591E-1,9.798174591E0,9.799610179E0
4.418946879E1,-8.472381592E-2,1.414558411E-1,9.804760895E0,9.806147260E0
4.419948879E1,-8.981323242E-2,1.318757629E-1,9.804311829E0,9.805610030E0
4.420950879E1,-8.442443848E-2,1.348695374E-1,9.791588287E0,9.792881010E0
4.421952879E1,-8.681945801E-2,1.431024170E-1,9.796977081E0,9.798406802E0
4.422954879E1,-8.397537231E-2,1.386117554E-1,9.797725525E0,9.799065800E0
4.423956879E1,-8.681945801E-2,1.466949463E-1,9.795330505E0,9.796813601E0
4.424958879E1,-8.681945801E-2,1.496887207E-1,9.801767120E0,9.803294498E0
4.425960879E1,-9.759704590E-2,1.369651794E-1,9.808503113E0,9.809944850E0
4.426962979E1,-9.939331055E-2,1.444496155E-1,9.800419922E0,9.801988337E0
4.427964979E1,-8.711883545E-2,1.371148682E-1,9.794132996E0,9.795480147E0
4.428967079E1,-9.026229858E-2,1.475930786E-1,9.799222412E0,9.800749506E0
4.429969079E1,-9.445358276E-2,1.471440125E-1,9.798174591E0,9.799734596E0
4.430971079E1,-8.981323242E-2,1.429527283E-1,9.793085175E0,9.794540272E0
4.431973079E1,-9.101074219E-2,1.404080200E-1,9.794881439E0,9.796310519E0
4.432975079E1,-9.086105347E-2,1.407073975E-1,9.798773346E0,9.800204763E0
4.433977079E1,-9.101074219E-2,1.460961914E-1,9.805659027E0,9.807169623E0
4.434979079E1,-9.011260986E-2,1.457968140E-1,9.805060272E0,9.806558210E0
4.435981179E1,-8.951385498E-2,1.389111328E-1,9.802365875E0,9.803758758E0
4.436983179E1,-9.505233765E-2,1.390608215E-1,9.801168365E0,9.802615681E0
4.437985179E1,-8.996292114E-2,1.434017944E-1,9.795779572E0,9.797242205E0
4.438987179E1,-8.547225952E-2,1.402583313E-1,9.798024902E0,9.799401507E0
4.439989279E1,-8.981323242E-2,1.448986816E-1,9.792636108E0,9.794119868E0
4.440991279E1,-8.382568359E-2,1.423539734E-1,9.805509338E0,9.806900876E0
4.441993279E1,-8.442443848E-2,1.484912109E-1,9.799222412E0,9.800711046E0
4.442995279E1,-9.385482788E-2,1.375639343E-1,9.798324280E0,9.799739346E0
4.443997379E1,-8.622070312E-2,1.465452576E-1,9.800719299E0,9.802194056E0
4.444999479E1,-8.831634521E-2,1.457968140E-1,9.799821167E0,9.801303556E0
4.446001579E1,-9.160949707E-2,1.463955688E-1,9.796378326E0,9.797900401E0
4.447003579E1,-8.487350464E-2,1.525328064E-1,9.799671478E0,9.801225987E0
4.448005679E1,-8.951385498E-2,1.405577087E-1,9.795929260E0,9.797346542E0
4.449007679E1,-9.445358276E-2,1.353186035E-1,9.791737976E0,9.793128468E0
4.450009779E1,-8.442443848E-2,1.431024170E-1,9.792785797E0,9.794195192E0
4.451011879E1,-8.412506104E-2,1.408570862E-1,9.796827393E0,9.798201095E0
4.452013879E1,-9.804611206E-2,1.411564636E-1,9.797276459E0,9.798783812E0
4.453015779E1,-9.355545044E-2,1.507365417E-1,9.797725525E0,9.799331589E0
4.454017779E1,-8.816665649E-2,1.383123779E-1,9.796677704E0,9.798050710E0
4.455019879E1,-9.475296021E-2,1.472937012E-1,9.800120544E0,9.801685378E0
4.456021879E1,-9.430389404E-2,1.383123779E-1,9.796827393E0,9.798257524E0
4.457023879E1,-9.145980835E-2,1.323248291E-1,9.798623657E0,9.799943894E0
4.458025879E1,-7.963439941E-2,1.441502380E-1,9.791438599E0,9.792823431E0
4.459027879E1,-9.385482788E-2,1.501377869E-1,9.793384552E0,9.794984996E0
4.460029879E1,-8.981323242E-2,1.523831177E-1,9.798024902E0,9.799621371E0
4.461031879E1,-8.681945801E-2,1.558259583E-1,9.794282684E0,9.795906933E0
4.462033979E1,-8.652008057E-2,1.526824951E-1,9.802216187E0,9.803787015E0
4.463035979E1,-8.786727905E-2,1.474433899E-1,9.792037354E0,9.793541532E0
4.464038079E1,-9.116043091E-2,1.459465027E-1,9.802216187E0,9.803726474E0
4.465040079E1,-8.457412720E-2,1.434017944E-1,9.797575836E0,9.798990209E0
4.466042179E1,-8.831634521E-2,1.369651794E-1,9.800270233E0,9.801625165E0
4.467044179E1,-9.145980835E-2,1.437011719E-1,9.796977081E0,9.798457779E0
4.468046379E1,-8.996292114E-2,1.371148682E-1,9.794132996E0,9.795505855E0
4.469048479E1,-8.891510010E-2,1.363664246E-1,9.797575836E0,9.798928205E0
4.470050579E1,-8.876541138E-2,1.486408997E-1,9.802665253E0,9.804193974E0
4.471052679E1,-8.337661743E-2,1.396595764E-1,9.797276459E0,9.798626560E0
4.472054879E1,-9.759704590E-2,1.448986816E-1,9.798923035E0,9.800480266E0
4.473056979E1,-9.295669556E-2,1.411564636E-1,9.785900116E0,9.787359561E0
4.474059179E1,-8.981323242E-2,1.456471252E-1,9.793534241E0,9.795028965E0
4.475061279E1,-9.116043091E-2,1.441502380E-1,9.799372101E0,9.800856242E0
4.476063479E1,-9.415420532E-2,1.410067749E-1,9.807904358E0,9.809369797E0
4.477065579E1,-9.310638428E-2,1.447489929E-1,9.808054047E0,9.809563968E0
4.478067679E1,-8.202941895E-2,1.416055298E-1,9.803563385E0,9.804929168E0
4.479069779E1,-8.517288208E-2,1.312770081E-1,9.800569611E0,9.801818850E0
4.480071979E1,-9.684860229E-2,1.360670471E-1,9.795480194E0,9.796903905E0
4.481073979E1,-9.340576172E-2,1.405577087E-1,9.789492645E0,9.790947215E0
4.482076079E1,-8.352630615E-2,1.426533508E-1,9.796827393E0,9.798221960E0
4.483078179E1,-8.187973022E-2,1.437011719E-1,9.797426147E0,9.798822043E0
4.484080379E1,-8.711883545E-2,1.453477478E-1,9.795480194E0,9.796945845E0
4.485082479E1,-9.026229858E-2,1.498384094E-1,9.804611206E0,9.806171513E0
4.486084579E1,-8.726852417E-2,1.432521057E-1,9.797725525E0,9.799161312E0
4.487086679E1,-9.595046997E-2,1.426533508E-1,9.800719299E0,9.802227056E0
4.488088679E1,-1.004411316E-1,1.468446350E-1,9.796977081E0,9.798592333E0
4.489090779E1,-9.295669556E-2,1.459465027E-1,9.808353424E0,9.809879623E0
4.490092779E1,-8.487350464E-2,1.332229614E-1,9.807904358E0,9.809176304E0
4.491094879E1,-8.577163696E-2,1.411564636E-1,9.797126770E0,9.798519014E0
4.492097079E1,-9.205856323E-2,1.460961914E-1,9.789941711E0,9.791464527E0
4.493099279E1,-8.771759033E-2,1.480421448E-1,9.801467743E0,9.802978158E0
4.494101387E1,-8.457412720E-2,1.508862305E-1,9.797126770E0,9.798653601E0
4.495103488E1,-8.921447754E-2,1.510359192E-1,9.799821167E0,9.801391023E0
4.496105688E1,-9.235794067E-2,1.441502380E-1,9.805060272E0,9.806554758E0
4.497107788E1,-9.400451660E-2,1.448986816E-1,9.803413696E0,9.804935113E0
4.498109887E1,-9.834548950E-2,1.429527283E-1,9.793833618E0,9.795370552E0
4.499111987E1,-9.280700684E-2,1.360670471E-1,9.795180817E0,9.796565450E0
4.500114187E1,-9.295669556E-2,1.453477478E-1,9.800719299E0,9.802237790E0
4.501116287E1,-9.175918579E-2,1.419049072E-1,9.795929260E0,9.797386734E0
4.502118387E1,-8.652008057E-2,1.448986816E-1,9.801168365E0,9.802621215E0
4.503120587E1,-9.220825195E-2,1.374142456E-1,9.811347198E0,9.812742679E0
4.504122787E1,-9.939331055E-2,1.369651794E-1,9.795929260E0,9.797390906E0
4.505124887E1,-9.340576172E-2,1.460961914E-1,9.806856537E0,9.808389464E0
